ISO,Year,yrsoffc,eiec,gov_left,gov_right,Population,Corruption,GovEffectiveness,GDP_PC,Gini_Coefficient,GHG_Int,GDP_TOT.,Count,Market.Instr,Non.Market.Instr,TechSup.Instr,Barrier.removal,Economic.instruments,Regulatory.Instruments,RDD,EPS,EPS_MKT,EPS_NMKT,TECHSUP,SpatialLag.Count,SpatialLag.Market.Instr,SpatialLag.Non.Market.Instr,SpatialLag.TechSup.Instr,SpatialLag.Barrier.removal,SpatialLag.Economic.instruments,SpatialLag.Regulatory.Instruments,SpatialLag.RDD,SpatialLag.EPS,SpatialLag.EPS_MKT,SpatialLag.EPS_NMKT,SpatialLag.TECHSUP,Count_Difference,Market.Instr_Difference,Non.Market.Instr_Difference,TechSup.Instr_Difference,Barrier.removal_Difference,Economic.instruments_Difference,Regulatory.Instruments_Difference,RDD_Difference,EPS_Difference,EPS_MKT_Difference,EPS_NMKT_Difference,TECHSUP_Difference,SpatialLag.Count_Difference,SpatialLag.Market.Instr_Difference,SpatialLag.Non.Market.Instr_Difference,SpatialLag.TechSup.Instr_Difference,SpatialLag.Barrier.removal_Difference,SpatialLag.Economic.instruments_Difference,SpatialLag.Regulatory.Instruments_Difference,SpatialLag.RDD_Difference,SpatialLag.EPS_Difference,SpatialLag.EPS_MKT_Difference,SpatialLag.EPS_NMKT_Difference,SpatialLag.TECHSUP_Difference
MEX,2014,2,7,0,0,119784261,-0.84301883,0.133970901,25195.0597,0.750363437,0.343922958,1.90E+12,7,2,4,1,0,4,4,1,1.4722222,0.16666667,3.75,0.5,5.202258134,0.020180613,2.625825586,2.556251935,0.006843525,3.393572966,2.784205806,0.097665827,2.523117692,1.06288311,4.423820676,2.08264923,-1,1,-2,0,-1,1,-2,1,0.0555556,0.16666667,0,0,1.091222631,0.004604992,0.544887122,0.541730516,0.006843525,1.233009715,0.282531077,-0.734971882,-0.012070952,0.184498186,0.002538963,-0.223250173
NOR,2014,1,7,0,1,5137232,2.222682953,1.821703792,83520.8488,0.414518944,0.224701609,3.24062E+14,0,0,0,0,0,0,0,0,3.7222223,3.1666667,5,3,2.813494486,0.010199677,2.171394916,0.631899894,0.008436994,1.301624149,2.424529116,0.497464653,2.921210588,1.490349349,4.930649546,2.342632869,-2,0,0,-2,0,-4,0,0,0.0555556,0.1666667,0,0,-1.032366407,-0.395860108,-0.078167922,-0.558338377,0.006890498,-0.370475976,-1.881950343,0.39138488,0.055072606,0.17860646,-0.007958477,-0.005430198
NZL,2014,6,7,0,1,4516500,2.249412298,1.924988627,43452.3091,0.429020295,0.481365818,1.43E+11,0,0,0,0,0,0,0,0,0.77777779,0.33333334,1.5,0.5,2.992195876,0.028717138,2.248932592,0.714546145,0.012040285,1.562088741,2.565793281,0.339733321,2.907711975,1.47321719,4.989739836,2.260178885,-2,0,-1,-1,0,-1,-1,0,0,0,0,0,-0.944157145,-0.24606673,-0.021739352,-0.676351064,0.006300999,-0.267836829,-1.739225963,0.165085108,0.020632143,0.167429822,-0.011195519,-0.094337932
RUS,2014,2,7,0,0,144237223,-0.918883324,-0.195760623,35585.0726,0.543937918,0.599159799,4.03E+12,0,0,0,0,0,2,1,0,1.0833334,0.5,2.75,0,2.893912126,0.01290344,2.094889888,0.786118798,0.033438713,1.410336476,2.442028028,0.225107904,2.77813014,1.34718122,4.803331122,2.183878088,-2,0,-1,-1,0,1,0,0,0,0,0,0,-1.200778883,-0.08053865,-0.245755908,-0.874484324,0.03099,-0.545301588,-1.908935035,-0.001636216,-0.047668702,0.147625536,-0.083359086,-0.207272626
TUR,2014,12,7,0,0,77181884,-0.13432841,0.392252773,27470.7684,0.594499475,0.26364061,1.42E+12,0,0,0,0,1,1,1,0,2.5277777,0.83333331,5,1.75,3.008715404,0.025971855,2.171024302,0.811719247,0.002117724,1.603606377,2.530397278,0.310204306,2.793645465,1.390162458,4.849234871,2.141539063,-2,0,0,-2,1,-2,1,0,0,0,0,0,-0.808425909,-0.141827863,-0.044895771,-0.621702275,-0.001736994,-0.170770727,-1.560038618,0.117826784,0.042055371,0.192102776,0.034647091,-0.100583808
USA,2014,6,7,1,0,318386329,1.371378064,1.461625457,62861.7355,0.584061107,0.351345759,1.48E+13,6,0,3,3,0,4,3,0,2.4166667,1,4.25,2,3.598104007,0.388930354,1.926073446,1.283100207,0.013447172,2.069394915,2.363321852,0.499490857,2.673776769,0.980081142,4.819547625,2.2217016,2,0,1,1,0,2,1,-1,-0.0277777,0.16666669,0,-0.25,-1.378842117,0.123859925,-1.169804817,-0.332897226,-0.156734027,-0.433833441,-1.763936171,0.211645803,0.005942661,0.199861526,0.015575235,-0.197608839
ZAF,2014,5,7,1,0,55594838,-0.125287011,0.165043816,18058.3502,0.746487042,0.803620142,6.03608E+14,2,0,2,0,0,0,2,0,0.8611111,0.33333334,2.25,0,3.427497137,0.046228865,1.890125114,1.491143158,0.014221402,2.023716333,2.437915648,0.52028824,2.80201517,1.346119652,4.758344793,2.301581068,2,0,2,0,0,-1,2,0,0,0,0,0,-0.6055669,-0.141858086,-0.071169697,-0.392539118,0.008035473,-0.4502523,-1.068934161,0.116083204,0.099995864,0.251243615,0.054175515,-0.005431611
AUS,2015,2,7,0,1,23815995,1.841308117,1.533252478,54669.5766,0.489320847,0.523931055,9.77E+11,2,0,1,1,0,3,1,0,2.6944444,1.3333334,4.75,2,3.039373997,0.284555598,1.245119572,1.509698827,0.053733574,2.367804245,1.565246638,0.389713735,2.862252536,1.492933112,4.783663736,2.31016093,0,-2,1,1,0,0,1,-2,0,0,0,0,-0.639671384,0.262014187,-0.378188553,-0.523497018,0.045827471,0.048237511,-0.898048432,-0.107802949,0.025746177,0.155344798,0.011014272,-0.089120381
BRA,2015,5,7,1,0,201675532,-0.457840711,-0.255271554,19068.8956,0.681736767,0.424637656,2.71E+12,2,1,0,1,0,1,0,0,0.6388889,0.16666667,0.75,1,2.4956365,0.172717078,1.165469741,1.157449681,0.030559472,2.185173897,1.455841885,0.154712066,2.68558422,1.360735853,4.736061921,1.959955018,0,1,0,-1,0,-1,0,0,0.05555559,0.16666667,0,0,-1.466905388,0.028463163,-0.894151308,-0.601217244,-0.003613779,-0.248867056,-1.18869833,-0.229330713,0.056551559,0.127738909,0.026836561,0.015079346
CAN,2015,9,7,0,1,35704498,1.845650196,1.730935335,50231.7359,0.493521452,0.450601147,1.41E+12,1,0,0,1,0,2,0,1,2.5277777,0.33333334,5.75,1.5,3.553256679,0.102092833,1.74728194,1.703881906,0.008187958,3.428316042,2.54665717,0.081575335,2.567810265,1.258346148,4.402226118,2.042858765,-1,0,-1,0,0,1,-1,1,-0.6666667,0,0,-2,-1.786606018,0.034422637,-0.947767561,-0.873261094,0.00267377,-0.056172724,-0.32579252,-0.10671532,0.054255442,0.155362284,0.009858106,-0.002453765
CHE,2015,4,7,0,0,8282396,2.094741821,1.967453361,71784.2014,0.422102334,0.089040709,4.74622E+14,0,0,0,0,0,0,0,0,4.0277777,2.3333333,5,4.75,1.891495534,0.062419011,1.14146224,0.687614283,0.051749112,1.908430944,1.47244207,0.209379934,2.90234668,1.490609398,4.981269879,2.235160807,-1,0,-1,0,0,0,-1,0,-0.0277776,-0.3333334,0,0.25,-1.398034626,0.024725345,-1.19685219,-0.225907781,0.031938915,0.221216743,-1.153538304,-0.172755911,0.015662339,0.100316549,0.004853395,-0.058182865
CHL,2015,2,7,0,0,18047625,1.182457328,0.91883558,28617.9075,0.727623486,0.277052253,3.71946E+14,0,0,0,0,0,0,0,0,1.9722222,0.66666669,5.25,0,2.821880631,0.318544127,1.145672994,1.357663509,0.026113436,2.354233943,1.444811377,0.200073516,2.630290986,1.330572812,4.545320316,2.014979986,-3,-3,0,0,-1,-3,0,0,0.0555556,0.16666669,0,0,-1.117637044,0.236758388,-0.739711633,-0.614683799,0.020986798,-0.131002156,-1.029093113,-0.185879524,0.0533657,0.154865333,0.05992877,-0.054696852
CHN,2015,2,3,1,0,1379860000,-0.29992187,0.41742301,14515.2514,0.555457709,0.774572221,1.56E+13,3,0,1,2,0,2,1,0,2.8888888,1.6666666,5.25,1.75,2.659594033,0.39042522,1.213621762,1.055547051,0.03125966,2.487223609,1.665327476,0.321784487,2.638672443,1.284676165,4.450800658,2.180540637,-3,0,-1,-2,0,-2,-3,-1,0.1388888,0.1666666,0,0.25,-0.200197174,0.205737579,-0.462990632,0.057055879,0.006959917,0.669034022,-0.149414543,0.059832906,-0.000264338,0.120953888,0.014025684,-0.135772466
EUE,2015,2,7,0,1,424734781,1.1105472,1.204712394,43176.7,0.491527315,0.216487971,1.75336E+13,1,0,1,0,0,1,1,0,3.149051651,1.573698628,5.478885902,2.394570442,2.119140836,0.14515802,0.907463751,1.066519065,0.022807304,2.08045786,1.476543913,0.307185979,2.542556556,1.434771034,4.157674622,2.035224048,-2,0,-2,0,0,0,-2,0,0.005233195,0.046892421,0.037921394,-0.069114205,-0.511787549,0.078950372,-0.190442323,-0.400295598,-0.022635073,0.142216284,-0.220356006,-0.351517479,0.098345347,0.130285151,0.079168075,0.085582823
GBR,2015,5,7,0,1,65116219,1.831268311,1.705227733,44053.8934,0.469383158,0.173565989,2.19E+12,2,0,1,1,0,3,3,1,3.8611112,2.8333333,5.5,3.25,1.653700769,0.071727225,0.996655157,0.585318386,0.015472686,1.549012719,1.159177001,0.089852864,2.818709106,1.422470472,4.847941546,2.185715372,-1,0,0,-1,0,1,1,-2,0.1111112,0.3333333,0,0,-1.308469936,0.043490545,-1.222761793,-0.129198688,-0.001479294,0.10184751,-1.27029902,-0.027134479,0.008725816,0.044456238,0.031435807,-0.049714537
IDN,2015,1,7,0,0,261799249,-0.519084394,-0.325818121,12637.5864,0.566821005,0.366599307,2.12E+12,4,0,3,1,0,1,3,0,0.75,0,1,1.25,2.928901699,0.293939586,1.20670174,1.428260373,0.081445862,2.496482723,1.527967882,0.430587067,2.818248015,1.422344388,4.706638642,2.325761183,1,0,2,-1,0,-2,1,0,0,0,0,0,-0.283837068,0.182324713,-0.266085676,-0.200076105,0.066768987,0.426911092,-0.550243521,-0.030901586,0.025965398,0.156972963,-0.001820322,-0.077256291
IND,2015,1,7,0,1,1328024498,-0.40657419,0.0800815,7108.4186,0.638205598,0.473500166,5.76E+12,5,0,2,3,1,6,2,1,1.9722222,0.66666669,3.75,1.5,2.373761687,0.217794055,1.116592765,1.039374867,0,2.055797676,1.454097757,0.147870941,2.694351145,1.391266316,4.569955407,2.12183183,1,0,1,0,1,3,0,0,0.111111,0.33333335,0,0,-1.075380543,0.075386967,-0.717041673,-0.433725838,-0.028852175,-0.105332712,-0.865186337,-0.260332408,0.062085748,0.112173917,0.059647628,0.014435765
JPN,2015,3,7,0,0,127141000,1.52976644,1.753165483,37401.1973,0.355719921,0.259999982,3.92E+12,3,0,2,1,0,1,3,2,3.7222221,1.6666666,4.5,5,2.867040036,0.304313484,1.153325184,1.409401368,0.015925687,2.553579775,1.426591389,0.059408689,2.601690312,1.351240849,4.64847629,1.80535395,3,0,2,1,0,1,3,2,-0.1111112,0.1666666,0,-0.5,-1.255195129,0.116704235,-0.738042832,-0.633856532,0.002699184,-0.203047464,-1.1775254,-0.454088748,0.077112194,0.142406292,0.031837994,0.057092446
KOR,2015,3,7,0,1,51014947,0.339694709,0.977552056,39551.6719,0.474191492,0.363177413,1.61E+12,5,3,0,2,0,5,0,0,2.9444444,1.8333334,5.5,1.5,2.691042093,0.063005044,1.286599571,1.341437478,0.025065466,2.151213182,1.623137063,0.279678711,2.727013493,1.388419479,4.644557406,2.148063746,4,3,-1,2,0,5,-1,0,0.1111111,0.3333334,0,0,-1.250287128,-0.086495984,-0.460904786,-0.702886358,0.004461433,-0.516469763,-0.903950652,-0.231030336,0.071751446,0.159246324,0.069807224,-0.013799061
MEX,2015,3,7,0,0,121072306,-0.888967395,0.117517561,25331.7387,0.745886715,0.336596825,1.95E+12,4,2,2,0,0,3,2,0,1.4722222,0.16666667,3.75,0.5,3.498762611,0.074452229,1.680733937,1.743576446,0.007333868,3.414410595,2.44497133,0.088965317,2.565180714,1.222317239,4.443342168,2.029882988,-3,0,-2,-1,0,-1,-2,-1,0,0,0,0,-1.703495523,0.054271616,-0.94509165,-0.812675489,0.000490343,0.02083763,-0.339234476,-0.00870051,0.042063022,0.159434128,0.019521492,-0.052766241
NOR,2015,2,7,0,1,5188607,2.200293064,1.833068252,83981.6552,0.401678562,0.225952883,3.3008E+14,3,0,1,2,0,2,1,0,3.7222223,3.1666667,5,3,1.507402534,0.12551921,0.921704397,0.460178927,0.007696744,1.571670095,1.2479304,0.184253125,2.94781774,1.586038804,4.995259664,2.262154761,3,0,1,2,0,2,1,0,0,0,0,0,-1.306091952,0.115319532,-1.249690518,-0.171720966,-0.00074025,0.270045946,-1.176598716,-0.313211528,0.026607152,0.095689456,0.064610117,-0.080478108
NZL,2015,7,7,0,1,4609400,2.233211517,1.852818251,44726.7443,0.427198725,0.458487615,1.50182E+14,0,0,0,0,0,0,0,0,0.77777779,0.33333334,1.5,0.5,1.590068329,0.060580348,1.012860536,0.516627444,0.008447104,1.58264714,1.289623356,0.148438663,2.971713784,1.580486151,5.067065922,2.267589296,0,0,0,0,0,0,0,0,0,0,0,0,-1.402127548,0.03186321,-1.236072056,-0.197918701,-0.003593181,0.020558399,-1.276169925,-0.191294658,0.064001809,0.107268961,0.077326086,0.007410411
RUS,2015,3,7,0,0,144640716,-0.974069595,-0.332078844,34202.3927,0.540692979,0.614958033,3.93E+12,0,0,0,0,0,1,0,0,1.0833334,0.5,2.75,0,1.740267347,0.146662428,0.962740445,0.630864474,0.0156359,1.508815509,1.140328758,0.165942969,2.79871873,1.424793462,4.815330133,2.156032656,0,0,0,0,0,-1,-1,0,0,0,0,0,-1.153644779,0.133758988,-1.132149443,-0.155254324,-0.017802813,0.098479033,-1.30169927,-0.059164935,0.02058859,0.077612242,0.011999011,-0.027845432
TUR,2015,1,7,0,0,78218479,-0.16154924,0.199524775,28377.9313,0.600433576,0.256028831,1.51E+12,1,0,1,0,0,1,2,1,2.6111112,0.83333331,5,2,1.63063949,0.110996827,0.947370841,0.572271822,0.024003493,1.635571481,1.165126032,0.122451437,2.868879112,1.512102744,4.925102047,2.169432582,1,0,1,0,-1,0,1,1,0.0833335,0,0,0.25,-1.378075914,0.085024973,-1.223653461,-0.239447426,0.021885769,0.031965104,-1.365271246,-0.187752869,0.075233648,0.121940287,0.075867176,0.02789352
USA,2015,7,7,1,0,320738994,1.35772121,1.43219924,64580.1191,0.583138713,0.335603643,1.53E+13,4,0,2,2,0,4,3,0,2.4722221,1.1666666,4.25,2,2.321433525,0.489147423,0.984191786,0.848094316,0.021278498,2.051223104,1.134986899,0.375624387,2.586742782,1.090532276,4.832552142,1.837144043,-2,0,-1,-1,0,0,0,0,0.0555554,0.1666666,0,0,-1.276670482,0.100217069,-0.94188166,-0.435005891,0.007831326,-0.018171811,-1.228334952,-0.12386647,-0.087033987,0.110451134,0.013004518,-0.384557557
ZAF,2015,6,7,1,0,56723537,-0.070839748,0.087329097,17933.84,0.746487073,0.760450491,6.11587E+14,2,1,1,0,0,2,2,0,0.8611111,0.33333334,2.25,0,2.416396396,0.077411078,1.128954807,1.210030511,0.078778815,2.14385991,1.400493717,0.259715399,2.857249479,1.507576168,4.859921644,2.204250728,0,1,-1,0,0,2,0,0,0,0,0,0,-1.011100741,0.031182213,-0.761170307,-0.281112647,0.064557413,0.120143577,-1.037421931,-0.26057284,0.055234309,0.161456516,0.101576851,-0.09733034
AUS,2016,1,7,0,1,24190907,1.772251964,1.532188416,54090.205,0.483001971,0.510417903,9.82646E+14,3,0,2,1,0,1,2,0,2.6944444,1.3333334,4.75,2,2.808971067,0.021800308,1.75318073,1.033990029,0.053198582,1.792929356,1.803073105,0.787736954,2.946298412,1.458710012,5.132369783,2.247815612,1,0,1,0,0,-2,1,0,0,0,0,0,-0.23040293,-0.26275529,0.508061158,-0.475708798,-0.000534992,-0.574874889,0.237826467,0.398023219,0.084045875,-0.034223099,0.348706047,-0.062345319
BRA,2016,6,7,1,0,203218114,-0.446095586,-0.249387071,18161.4438,0.6847913,0.431339562,2.62E+12,1,0,1,0,0,0,1,0,0.8888889,0.16666667,1.5,1,2.815364064,0.053171557,1.808571955,0.953620552,0.024294827,1.466589614,1.865112956,0.522059454,2.756616464,1.329824317,5.104218227,1.835807012,-1,-1,1,-1,0,-1,1,0,0.25,0,0.75,0,0.319727564,-0.119545521,0.643102214,-0.203829129,-0.006264645,-0.718584283,0.409271071,0.367347388,0.071032244,-0.030911536,0.368156307,-0.124148007
CAN,2016,1,7,1,0,36110803,1.944465518,1.744541049,50153.9848,0.482616079,0.442653712,1.42E+12,3,1,1,1,0,2,1,0,2.3611112,0.33333334,5.75,1,4.260633039,0.033634263,2.521300273,1.705698504,0.008014691,1.928252636,2.5852224,0.160936856,2.920342684,1.258214558,5.508184633,1.994629102,2,1,1,0,0,0,1,-1,-0.1666665,0,0,-0.5,0.70737636,-0.06845857,0.774018333,0.001816598,-0.000173267,-1.500063406,0.03856523,0.07936152,0.352532418,-0.00013159,1.105958515,-0.048229663
CHE,2016,1,7,0,0,8373338,1.942986488,1.971780896,72422.5745,0.422872566,0.088116889,4.84441E+14,1,0,1,0,0,0,1,0,4.1388888,2.1666667,5,5.25,2.092199463,0.026676047,1.285563059,0.779960357,0.0351451,1.116850454,1.394431592,0.195245972,2.96217346,1.61375129,5.288660766,1.9841084,1,0,1,0,0,0,1,0,0.1111111,-0.1666666,0,0.5,0.200703929,-0.035742964,0.144100819,0.092346074,-0.016604012,-0.791580489,-0.078010478,-0.014133962,0.059826779,0.123141892,0.307390887,-0.251052407
CHL,2016,3,7,0,0,18267221,1.022761106,0.833843768,28594.6644,0.719597893,0.284158758,3.78467E+14,0,0,0,0,0,0,0,0,1.9722222,0.66666669,5.25,0,2.912397745,0.05222916,1.879071043,0.981097542,0.022037726,1.561994396,1.924897629,0.624606609,2.739211157,1.301416895,4.964137242,1.952079506,0,0,0,0,0,0,0,0,0,0,0,0,0.090517114,-0.266314967,0.733398049,-0.376565967,-0.00407571,-0.792239547,0.480086252,0.424533093,0.10892017,-0.029155918,0.418816926,-0.062900479
CHN,2016,3,3,1,0,1387790000,-0.268094301,0.356383771,15392.2933,0.553713558,0.723158721,1.66E+13,4,0,3,1,0,2,3,2,2.7777777,1.3333334,5.25,1.75,2.440756724,0.057594239,1.387632676,0.995529809,0.031421476,1.430139011,1.447891067,0.031421476,2.815262906,1.372588643,4.976093265,2.097106927,1,0,2,-1,0,0,2,2,-0.1111111,-0.3333332,0,0,-0.218837309,-0.332830981,0.174010913,-0.060017242,0.000161816,-1.057084597,-0.217436409,-0.290363011,0.176590464,0.087912478,0.525292606,-0.083433709
EUE,2016,3,7,0,1,425784904,0.978681392,1.065978325,43943.3,0.488998417,0.212424661,1.78862E+13,1,0,1,0,0,0,1,0,3.123310271,1.74368374,5.500176793,2.126070333,2.812152147,0.074672826,1.444450946,1.293028375,0.023718541,1.891120696,1.646366928,0.324667601,2.589030335,1.406274105,4.500505646,1.860311356,0,0,0,0,0,-1,0,0,-0.02574138,0.169985113,0.021290892,-0.268500109,0.693011311,-0.070485195,0.536987195,0.22650931,0.000911237,-0.189337164,0.169823014,0.017481622,0.046473779,-0.028496929,0.342831024,-0.174912692
GBR,2016,6,7,0,1,65611593,1.850517273,1.573777437,44580.858,0.468230228,0.163079005,2.23E+12,3,0,0,3,0,4,1,0,3.3611112,2.8333333,5.5,1.75,1.862652144,0.048610117,1.330082977,0.48395905,0.01410472,0.720570356,1.357364576,0.173335756,2.883558164,1.499103728,5.056828873,2.094742,1,0,-1,2,0,1,-2,-1,-0.5,0,0,-1.5,0.208951376,-0.023117108,0.33342782,-0.101359336,-0.001367965,-0.828442364,0.198187575,0.083482892,0.064849058,0.076633256,0.208887327,-0.090973372
IDN,2016,2,7,0,0,264627418,-0.463151515,-0.050782252,13072.7211,0.553304177,0.347315567,2.22E+12,2,0,1,1,0,3,1,0,1.0833334,0,1.75,1.5,2.641385919,0.026821801,1.652604221,0.961959897,0.07555508,1.594879191,1.67491499,0.59285946,2.934081134,1.420325435,5.104519028,2.277399119,-2,0,-2,0,0,2,-2,0,0.3333334,0,0.75,0.25,-0.28751578,-0.267117785,0.445902481,-0.466300476,-0.005890782,-0.901603532,0.146947109,0.162272393,0.115833119,-0.002018953,0.397880387,-0.048362064
IND,2016,2,7,0,1,1343944296,-0.337335646,0.061389416,7536.8086,0.648698524,0.444278743,6.24E+12,1,0,0,1,1,3,0,1,2.5277777,0.83333331,5.25,1.5,2.734530183,0.052100642,1.745078737,0.937350803,0,1.453192528,1.803709301,0.396587177,2.773808545,1.363152998,4.953913566,2.004359213,-4,0,-2,-2,0,-3,-2,0,0.5555555,0.16666662,1.5,0,0.360768495,-0.165693413,0.628485972,-0.102024063,0,-0.602605148,0.349611544,0.248716236,0.0794574,-0.028113318,0.383958159,-0.117472617
JPN,2016,4,7,0,0,127076000,1.482243896,1.784825563,37699.0452,0.356803866,0.255427093,3.95E+12,2,0,1,1,0,1,1,0,3.9444444,1.8333334,5,5,3.1182784,0.044890561,1.989332008,1.084055831,0.015459,1.744914788,2.036275593,0.610639654,2.724809263,1.312578525,5.094528306,1.767321128,-1,0,-1,0,0,0,-2,-2,0.2222223,0.1666668,0.5,0,0.251238364,-0.259422923,0.836006824,-0.325345537,-0.000466687,-0.808664988,0.609684204,0.551230966,0.123118951,-0.038662324,0.446052016,-0.038032822
KOR,2016,4,7,0,1,51217803,0.420221448,1.021252632,40231.1219,0.484229096,0.360672964,1.66E+12,1,0,0,1,0,3,0,0,3,2,5.5,1.5,3.138489984,0.0466082,2.061188528,1.030693256,0.025405064,1.580444094,2.111448421,0.706125825,2.821913725,1.317089233,5.043301725,2.105350408,-4,-3,0,-1,0,-2,0,0,0.0555556,0.1666666,0,0,0.447447891,-0.016396843,0.774588957,-0.310744222,0.000339597,-0.570769088,0.488311358,0.426447114,0.094900232,-0.071330245,0.398744319,-0.042713338
MEX,2016,4,7,0,0,122251351,-0.850662291,0.027610578,25265.4533,0.741413039,0.331582317,1.98E+12,4,1,1,2,0,4,2,0,1.4722222,0.16666667,3.75,0.5,4.238151393,0.034443948,2.561451868,1.642255577,0.008568084,1.815568558,2.567948653,0.146601025,2.929037859,1.218781739,5.575649618,1.992682462,0,-1,-1,2,0,1,0,0,0,0,0,0,0.739388782,-0.040008281,0.880717932,-0.101320868,0.001234216,-1.598842038,0.122977324,0.057635708,0.363857145,-0.0035355,1.13230745,-0.037200526
NOR,2016,3,7,0,1,5234519,2.149504662,1.832366467,84012.4397,0.401019895,0.220592214,3.33924E+14,2,0,2,0,0,0,3,0,3.7222223,3.1666667,5,3,1.677841331,0.023280849,0.965495229,0.689065254,0.00603911,0.989489632,1.097715526,0.110170782,2.906097373,1.688605171,5.104804522,1.924882459,-1,0,1,-2,0,-2,2,0,0,0,0,0,0.170438797,-0.102238361,0.043790832,0.228886326,-0.001657633,-0.582180463,-0.150214874,-0.074082343,-0.041720367,0.102566367,0.109544858,-0.337272301
NZL,2016,8,7,0,1,4714100,2.236731529,1.805901408,45949.8103,0.42536842,0.441326119,1.57504E+14,1,0,0,1,0,1,0,0,0.83333331,0.5,1.5,0.5,1.863761851,0.021755079,1.294154325,0.547852448,0.008654575,0.809246984,1.401844617,0.164915892,2.977258691,1.668909703,5.257384984,2.00548145,1,0,0,1,0,1,0,0,0.05555552,0.16666666,0,0,0.273693523,-0.03882527,0.281293788,0.031225004,0.000207471,-0.773400156,0.112221261,0.016477229,0.005544907,0.088423552,0.190319062,-0.262107846
RUS,2016,4,7,0,0,145015460,-0.838650405,-0.324105769,33085.0511,0.543336807,0.610118182,3.80E+12,3,0,3,0,0,0,3,0,1.1666666,0.5,3,0,1.882765817,0.037752771,1.279566107,0.565446939,0.01905749,0.996371917,1.306881909,0.368902086,2.823618703,1.492080848,4.989101339,1.989674032,3,0,3,0,0,-1,3,0,0.0833332,0,0.25,0,0.14249847,-0.108909657,0.316825661,-0.065417535,0.00342159,-0.512443592,0.166553151,0.202959117,0.024899974,0.067287386,0.173771205,-0.166358623
TUR,2016,2,7,0,0,79277962,-0.199177414,-0.006507037,28631.1703,0.608138084,0.261864356,1.55812E+12,3,1,1,1,0,4,1,0,2.6944444,0.83333331,5,2.25,1.879089101,0.012095986,1.261947212,0.605045904,0.025475246,0.915889929,1.355348725,0.217502638,2.887443626,1.603472381,5.130354529,1.928504046,2,1,0,1,0,3,-1,-1,0.0833332,0,0,0.25,0.248449611,-0.098900842,0.31457637,0.032774082,0.001471753,-0.719681552,0.190222693,0.095051201,0.018564514,0.091369637,0.205252482,-0.240928536
USA,2016,8,7,1,0,323071755,1.330895662,1.440504909,64845.7458,0.585073436,0.323734441,1.56E+13,5,0,3,2,0,2,3,0,2.9722221,1.1666666,5.75,2,2.631607003,0.361908845,1.271652376,0.998045783,0.022565749,1.908762433,1.487887988,0.390957494,2.562499411,1.087801778,4.91898303,1.680713472,1,0,1,0,0,-2,0,0,0.5,0,1.5,0,0.310173478,-0.127238578,0.287460589,0.149951466,0.001287251,-0.142460671,0.352901088,0.015333108,-0.024243371,-0.002730498,0.086430888,-0.156430571
ZAF,2016,7,7,1,0,57259551,0.017026288,0.101402581,17707.9622,0.746487048,0.755817109,6.15652E+14,1,0,1,0,0,0,1,0,0.8611111,0.33333334,2.25,0,2.458440906,0.02560116,1.488692772,0.944146975,0.065072893,1.539022477,1.598279824,0.570502684,2.904019897,1.539181518,5.152874036,2.020004256,-1,-1,0,0,0,-2,-1,0,0,0,0,0,0.04204451,-0.051809918,0.359737965,-0.265883536,-0.013705922,-0.604837434,0.197786107,0.310787285,0.046770418,0.03160535,0.292952392,-0.184246472
AUS,2017,2,7,0,1,24592588,1.752974749,1.498386025,54378.0005,0.487506096,0.504927055,1.01E+12,2,0,2,0,0,1,2,0,2.75,1.5,4.75,2,3.401473534,0.896870466,1.835788935,0.668814133,0,1.97813497,1.95567363,0.288305136,2.957220124,1.488978443,5.140171543,2.242510495,-1,0,0,-1,0,0,0,0,0.0555556,0.1666666,0,0,0.592502466,0.875070158,0.082608205,-0.365175896,-0.053198582,0.185205614,0.152600524,-0.499431818,0.010921712,0.030268431,0.00780176,-0.005305116
BRA,2017,1,7,0,0,204703445,-0.559814632,-0.317140609,18123.9496,0.682204487,0.429993579,2.65E+12,2,0,2,0,0,0,2,0,0.8888889,0.16666667,1.5,1,3.199045944,0.813367921,1.987991339,0.397686684,0,1.505247292,2.058950616,0.094266517,2.769340363,1.365351974,5.122360317,1.820308921,1,0,1,0,0,0,1,0,0,0,0,0,0.38368188,0.760196364,0.179419384,-0.555933868,-0.024294827,0.038657677,0.19383766,-0.427792937,0.012723899,0.035527657,0.01814209,-0.015498091
CAN,2017,2,7,1,0,36545075,1.881446004,1.815572977,50981.8355,0.487842814,0.437703527,1.47E+12,5,0,2,3,0,4,2,0,2.5833333,0.5,5.75,1.5,3.111292813,0.266089601,2.586243709,0.258959503,0,0.666562973,2.63497062,0.083167794,2.920163152,1.262122184,5.497436822,2.000930678,2,-1,1,2,0,2,1,0,0.2222221,0.16666666,0,0.5,-1.149340227,0.232455338,0.064943436,-1.446739,-0.008014691,-1.261689663,0.049748221,-0.077769062,-0.000179531,0.003907625,-0.010747811,0.006301576
