ISO,Year,yrsoffc,eiec,execrlc,gov_left,gov_right,Population,Corruption,GovEffectiveness,GDP_PC,Gini_Coefficient,GHG_Int,GDP_TOT.,Count,Market.Instr,Non.Market.Instr,TechSup.Instr,EPS,EPS_MKT,EPS_NMKT,TECHSUP,EPS_CC,EPS_MKT_CC,EPS_NMKT_CC,SpatialLag.Count,SpatialLag.Market.Instr,SpatialLag.Non.Market.Instr,SpatialLag.TechSup.Instr,SpatialLag.EPS,SpatialLag.EPS_MKT,SpatialLag.EPS_NMKT,SpatialLag.TECHSUP,SpatialLag.EPS_CC,SpatialLag.EPS_MKT_CC,SpatialLag.EPS_NMKT_CC
IDN,1997,30,2,0,0,0,206536095,-1.012091637,-0.699926585,6011.4178,0.55642999,0.448674975,7.06981E+14,0,0,0,0,0.25,0,0.75,0,0.333333333,0,1,1.265275349,0,0.475491938,0.789783412,1.216991908,0.576163995,1.651527314,1.423284415,1.328483648,0.679395091,1.882771437
IDN,1998,31,2,0,0,0,209826788,-1.160076976,-0.694517493,5901.1354,0.508964367,0.514757073,7.11625E+14,0,0,0,0,0.25,0,0.75,0,0.333333333,0,1,0.671652489,0,0.299874518,0.37177797,1.273474249,0.663183725,1.816532833,1.340706111,1.300666035,0.776488801,1.784803192
IDN,1999,1,2,0,0,0,213004668,-1.034385711,-0.530285761,5190.5214,0.501783665,0.52284194,6.41539E+14,1,0,1,0,0.25,0,0.75,0,0.333333333,0,1,2.167356424,0.267595209,0.588274703,1.311486512,1.416062609,0.601808837,2.298047803,1.348331177,1.377144731,0.702356049,2.080746967
IDN,2000,1,6,0,0,0,216077790,-0.908694446,-0.366054028,6175.4621,0.504166679,0.50042762,7.82E+11,0,0,0,0,0.25,0,0.75,0,0.333333333,0,1,2.510167143,0.098818952,0.718997333,1.692350859,1.548167659,0.638433713,2.638485924,1.36758338,1.483852988,0.74467509,2.339300495
IDN,2001,2,6,0,0,0,219097902,-1.02299872,-0.458288535,6408.5236,0.514093529,0.502532366,8.31E+11,0,0,0,0,0.25,0,0.75,0,0.333333333,0,1,1.907530927,0.228019238,0.391221441,1.288290248,1.532542094,0.659251736,2.6084573,1.329917282,1.466926688,0.770345648,2.300517134
IDN,2002,1,6,0,0,0,222088495,-1.137302995,-0.550523043,6194.6591,0.515143999,0.4906483,8.2163E+14,1,0,1,0,0.25,0,0.75,0,0.333333333,0,1,3.614374338,0.8646756,0.890214152,1.859484586,1.613355717,0.787808403,2.677190941,1.375067884,1.509754116,0.786327836,2.367866627
IDN,2003,2,6,0,0,0,225048008,-0.979823589,-0.596454501,6281.5979,0.515901052,0.492757353,8.52038E+14,0,0,0,0,0.25,0,0.75,0,0.333333333,0,1,1.950592775,0.406004429,0.556667486,0.98792086,1.744496174,0.847892268,2.824618453,1.560977817,1.706569934,0.858029182,2.700702802
IDN,2004,3,6,0,0,0,227926649,-0.976611793,-0.49050501,6600.8278,0.530866971,0.478518215,9.14555E+14,2,0,2,0,0.25,0,0.75,0,0.333333333,0,1,2.769604481,0.68160128,1.116964826,0.971038374,1.945671894,1.075136362,3.041989661,1.719889751,1.788657475,0.781425185,2.864657491
IDN,2005,1,7,0,0,0,230871650,-0.906051815,-0.502644718,7077.9073,0.541339745,0.457990699,1.00E+12,4,0,3,1,0.25,0,0.75,0,0.333333333,0,1,3.504061043,1.122420163,0.875574193,1.506066687,2.060853343,1.072154987,3.390213718,1.720191425,1.920470785,0.771771244,3.269449685
IDN,2006,2,7,0,0,0,233951652,-0.86427629,-0.348611891,7389.6372,0.53260282,0.456560486,1.06E+12,2,0,1,1,0.33333334,0,1,0,0.333333333,0,1,6.408063547,0.23237321,3.048866742,3.126823595,2.160648884,1.026330988,3.6286035,1.827012094,2.087223779,0.741465197,3.693194046
IDN,2007,3,7,0,0,0,237062337,-0.630509198,-0.307463616,8067.1581,0.543200272,0.443138444,1.18E+12,3,0,1,2,0.33333334,0,1,0,0.333333333,0,1,4.609538112,0.41980683,2.822184285,1.367546997,2.130485092,0.938510178,3.6654359,1.787509139,2.024048683,0.652629037,3.632007872
IDN,2008,4,7,0,0,0,240157903,-0.639086068,-0.262719125,8929.9864,0.587444635,0.42080633,1.33E+12,2,0,2,0,0.33333334,0,1,0,0.333333333,0,1,6.054003295,0.452335489,2.027791597,3.573876209,2.16567541,1.033001987,3.640414426,1.823609865,2.060644792,0.758600048,3.599724464
IDN,2009,5,7,0,0,0,243220028,-0.889640629,-0.330059111,9471.2492,0.598619715,0.420585018,1.44E+12,7,1,5,1,0.33333334,0,1,0,0.333333333,0,1,8.012486598,0.222951614,2.373638884,5.4158961,2.27757855,1.101899908,3.641964724,2.088870993,2.179898241,0.888698699,3.562125032
IDN,2010,6,7,0,0,0,246305322,-0.803534508,-0.266941011,10846.3216,0.555173408,0.412783377,1.68E+12,6,0,1,5,0.66666669,0,1,1,0.666666667,0,1,4.51499914,0.708217635,1.682883697,2.123897808,2.382439064,1.048584174,3.896082215,2.202650899,2.201304514,0.79284764,3.608415002
IDN,2011,7,7,0,0,0,249470032,-0.7558707,-0.321591944,11553.6399,0.57056733,0.437458779,1.82E+12,4,0,2,2,0.83333331,0,1,1.5,0.833333333,0,1,2.362421017,0.366724591,0.906147167,1.089549259,2.492876763,1.015580861,3.899799657,2.563249763,2.305069425,0.758083758,3.593874754
IDN,2012,8,7,0,0,0,252698525,-0.689105809,-0.330479681,11992.8135,0.562947435,0.422008378,1.92E+12,6,0,4,2,0.83333331,0,1,1.5,0.833333333,0,1,7.143892756,1.47181532,1.425666796,4.24641064,2.823550837,1.04885473,4.631052787,2.790745034,2.746825757,0.799499417,4.65023282
IDN,2013,9,7,0,0,0,255852467,-0.660291791,-0.244262353,12226.4147,0.555364213,0.382972802,1.98E+12,4,0,2,2,0.75,0,1,1.25,0.75,0,1,4.119790316,0.056483533,1.775261252,2.288045531,2.789331591,1.032377537,4.670964806,2.664652513,2.721628778,0.811330778,4.688903042
IDN,2014,10,7,0,0,0,258877399,-0.598005831,-0.066690765,12517.7036,0.55496281,0.384354505,2.06E+12,3,0,1,2,0.75,0,1,1.25,0.75,0,1,3.29478878,0.193019112,1.154259186,1.947510482,2.797918478,1.240933732,4.68246177,2.470359935,2.715862319,0.965700979,4.711526043
IDN,2015,1,7,0,0,0,261799249,-0.519084394,-0.325818121,12637.5864,0.566821005,0.366599307,2.12E+12,4,0,3,1,0.75,0,1,1.25,0.75,0,1,3.26806766,0.369598509,1.268731877,1.629737274,2.822239342,1.409753816,4.67371371,2.383250704,2.768176599,1.198897744,4.722381351
IDN,2016,2,7,0,0,0,264627418,-0.463151515,-0.050782252,13072.7211,0.553304177,0.347315567,2.22E+12,2,0,1,1,1.0833334,0,1.75,1.5,0.833333333,0,1,3.293893957,0.028391061,1.649410541,1.616092355,2.947416876,1.38950962,5.090205768,2.362535441,2.971379817,1.24048004,5.311123969
IDN,2017,3,7,0,0,0,267346658,-0.305278927,-0.019734269,13529.9652,0.544675904,0.352363468,2.33E+12,8,0,6,2,1.25,0,1.75,2,1,0,1,3.382422304,0.626665945,1.779227345,0.976529014,2.934976726,1.397561317,5.093996014,2.313373008,2.948730307,1.188211512,5.3446064
IDN,2018,4,7,0,0,0,269951846,-0.299604297,0.141379878,14021.7472,0.5983764,0.364546852,2.46E+12,2,0,2,0,1.3055556,0.16666667,1.75,2,1.066666667,0.2,1,2.948307833,0.143103723,1.840681204,0.964522906,2.948462583,1.42560523,5.210382252,2.209400162,2.956687154,1.2636836,5.396977699
IDN,2019,5,7,0,0,0,272489381,-0.473498523,0.138700008,14518.2227,0.598376411,0.363430865,2.58E+12,0,0,0,0,1.5555556,0.16666667,2.25,2.25,1.483333333,0.2,2,3.548102979,0.769392333,2.096366899,0.682343747,3.002469984,1.448247074,5.29665532,2.262507655,2.999441658,1.304772951,5.431044368
IDN,2020,6,7,0,0,0,274814866,-0.454962939,0.31706503,14039.3029,0.598376334,0.352875354,2.53E+12,4,0,4,0,1.6388888,0.16666667,2.25,2.5,1.566666667,0.2,2,3.691883362,0.520974241,1.8892613,1.281647821,3.098003426,1.610171345,5.288456904,2.39538217,3.100420824,1.459720085,5.446160216
IND,1996,5,7,Left,1,0,979678458,-0.381090343,-0.111606687,3086.7113,0.493778894,0.792220843,1.62E+12,1,0,1,0,0.77777779,0.33333334,2,0,0.466666667,0.4,1,1.377670326,0.094028211,0.165007694,1.118634421,1.099347698,0.616144691,1.514853727,1.167044665,1.173234266,0.732252792,1.62040534
IND,1997,1,7,Left,1,0,999133762,-0.319908544,-0.113032043,3239.4887,0.499865313,0.786694844,1.74E+12,0,0,0,0,0.8611111,0.33333334,2,0.25,0.55,0.4,1,0.652622293,0,0.367073191,0.285549101,1.105313173,0.618162159,1.621161804,1.076615522,1.229585226,0.733308591,1.878831565
IND,1998,2,7,Left,1,0,1018665080,-0.258726746,-0.114457399,3278.621,0.503775832,0.753646658,1.81E+12,0,0,0,0,0.8611111,0.33333334,2,0.25,0.55,0.4,1,0.834820805,0,0.387521119,0.447299686,1.209047792,0.752322679,1.761721222,1.113099432,1.290106741,0.883968915,1.873251876
IND,1999,1,7,Right,0,1,1038225823,-0.331014276,-0.150904462,3385.1257,0.505648331,0.718872707,1.91E+12,0,0,0,0,0.8611111,0.33333334,2,0.25,0.55,0.4,1,2.881812961,0.504301407,0.869756905,1.507754648,1.2100479,0.690535793,1.874137553,1.06547041,1.26583749,0.811043301,1.920998757
IND,2000,2,7,Right,0,1,1057922733,-0.403301805,-0.187351525,3594.2366,0.508535752,0.704473789,2.08E+12,0,0,0,0,0.91666669,0.5,2,0.25,0.616666667,0.6,1,2.879603873,0.126350145,1.104502105,1.648751623,1.301697114,0.687630658,2.216868092,1.000592595,1.297882014,0.806173336,2.086880111
IND,2001,3,7,Right,0,1,1077898575,-0.479342148,-0.188209973,3654.069,0.517804358,0.68090162,2.17E+12,1,0,1,0,0.91666669,0.5,2,0.25,0.616666667,0.6,1,2.764581962,0.488615406,0.63346928,1.642497275,1.261425009,0.689443599,2.152684474,0.942146964,1.268226377,0.806477216,2.056054952
IND,2002,4,7,Right,0,1,1097600380,-0.55538249,-0.189068422,3744.0221,0.527211546,0.665990438,2.27E+12,1,0,0,1,1.0555556,0.66666669,2,0.5,0.766666667,0.8,1,4.011389089,0.669407575,1.033648314,2.308333199,1.313081874,0.746084035,2.223792451,0.969369173,1.273603972,0.818934012,2.032508732
IND,2003,5,7,Right,0,1,1116803006,-0.456320524,-0.143909425,3779.3861,0.536750969,0.633678384,2.35E+12,1,0,0,1,1.3055556,0.66666669,2.75,0.5,1.766666667,0.8,4,1.733920974,0.294691496,0.431761337,1.00746814,1.470452152,0.794345743,2.528225893,1.088784876,1.491421967,0.851929706,2.53355132
IND,2004,6,7,Right,0,1,1135991513,-0.448476195,-0.179698884,3990.378,0.546415581,0.617297619,2.55E+12,0,0,0,0,1.3055556,0.66666669,2.75,0.5,1.766666667,0.8,4,2.90615064,0.677758252,0.933699917,1.294692471,1.568845524,0.81129876,2.703157688,1.192080186,1.565775053,0.794659885,2.710585087
IND,2005,1,7,Left,1,0,1154676322,-0.363160849,-0.098774634,4206.5124,0.556197564,0.591547454,2.75E+12,1,0,1,0,1.5555556,0.66666669,3.5,0.5,1.766666667,0.8,4,3.633178236,0.711960069,1.103580939,1.817637229,1.663089327,0.84966255,2.918030801,1.221574642,1.663150428,0.845189024,2.922687618
IND,2006,2,7,Left,1,0,1172878890,-0.274562806,-0.095376492,4492.6732,0.565972275,0.57346844,3.00E+12,6,0,4,2,1.5555556,0.66666669,3.5,0.5,1.766666667,0.8,4,6.699222791,0.37815555,2.245316413,4.075750827,1.87517665,0.888471905,3.336692323,1.40036575,1.93905436,0.885785215,3.531012114
IND,2007,3,7,Left,1,0,1190676021,-0.397690296,0.136991709,4785.0095,0.575955581,0.565886929,3.27E+12,2,0,1,1,1.5,0.5,3.5,0.5,1.7,0.6,4,4.819389862,0.187389764,2.468178981,2.163821117,1.836932593,0.75622122,3.381873971,1.372702596,1.864210459,0.737058292,3.482870489
IND,2008,4,7,Left,1,0,1207930964,-0.339097977,-0.009732914,5118.1089,0.586133478,0.574286204,3.58E+12,4,0,1,3,1.5,0.5,3.5,0.5,1.7,0.6,4,7.321212407,0.513275601,2.446178537,4.36175827,1.960469747,0.96227464,3.364115312,1.555019327,2.005698924,0.97998725,3.482090196
IND,2009,5,7,Left,1,0,1225524753,-0.452406287,-0.003295789,5193.1348,0.596489769,0.564335689,3.72E+12,5,0,4,1,1.5833334,0.5,3.5,0.75,1.783333333,0.6,4,8.603198162,0.53384045,2.328860438,5.740497273,2.132172265,0.995954822,3.432324547,1.968237467,2.149052062,1.027174464,3.451744255
IND,2010,6,7,Left,1,0,1243481564,-0.463754565,0.031655986,5504.4006,0.607006294,0.543301026,4.03E+12,6,3,1,2,1.6944444,0.33333334,3.75,1,1.8,0.4,4,4.238076235,0.357907377,1.715962933,2.164205925,2.231258139,0.991216348,3.619518242,2.083039845,2.176242339,1.004178146,3.441509027
IND,2011,7,7,Left,1,0,1261224954,-0.540835857,0.02255407,5919.3448,0.620348443,0.53909345,4.42E+12,4,2,2,0,1.7777778,0.33333334,3.75,1.25,1.883333333,0.4,4,2.828728874,0.313235408,0.983252005,1.532241461,2.323874278,0.990213967,3.620985655,2.360423234,2.261011891,1.01010011,3.41251233
IND,2012,8,7,Left,1,0,1278674502,-0.51396811,-0.156087115,6159.9734,0.626372953,0.542008734,4.70E+12,1,0,0,1,1.8611112,0.33333334,3.75,1.5,1.966666667,0.4,4,5.114391396,0.645803651,1.493434106,2.97515364,2.510130552,0.937509499,4.292243549,2.30063858,2.522236559,0.945017048,4.32105405
IND,2013,9,7,Left,1,0,1295829511,-0.517280996,-0.157355145,6379.0965,0.627859235,0.515729874,4.97E+12,0,0,0,0,1.7777778,0.33333334,3.75,1.25,1.883333333,0.4,4,3.884320304,0.184018844,1.547116102,2.153185358,2.563942649,0.967441529,4.388803976,2.335582512,2.555505342,0.988125603,4.34280791
IND,2014,10,7,Left,1,0,1312277191,-0.457605749,-0.222846583,6714.4245,0.633618298,0.506483718,5.33E+12,4,0,1,3,1.8611112,0.33333334,3.75,1.5,1.966666667,0.4,4,3.585963313,0.271944348,1.355295426,1.958723539,2.611799655,1.235219144,4.420820897,2.179358968,2.601458264,1.21605684,4.408958985
IND,2015,1,7,Right,0,1,1328024498,-0.40657419,0.0800815,7108.4186,0.638205598,0.473500166,5.76E+12,5,0,2,3,1.9722222,0.66666669,3.75,1.5,2.1,0.8,4,2.824340194,0.324210201,1.198731524,1.301398469,2.675475641,1.360544902,4.490027961,2.175854229,2.68227458,1.363350767,4.507618745
IND,2016,2,7,Right,0,1,1343944296,-0.337335646,0.061389416,7536.8086,0.648698524,0.444278743,6.24E+12,1,0,0,1,2.5277777,0.83333331,5.25,1.5,2.833333333,1,6,3.78177987,0.0579749,1.752708342,1.971096627,2.766281869,1.293401333,4.90625201,2.099192437,2.809615413,1.320925525,5.008728278
IND,2017,3,7,Right,0,1,1359657400,-0.291900009,0.041096631,7885.6636,0.652784967,0.433741078,6.66E+12,10,0,7,3,2.5277777,0.83333331,5.25,1.5,2.833333333,1,6,3.196207828,0.547800811,1.669007821,0.979399196,2.782768408,1.326605393,4.859887704,2.16181229,2.812849005,1.311177936,4.96555679
IND,2018,4,7,Right,0,1,1374659064,-0.229758978,0.262917787,8230.4255,0.644514315,0.426124238,7.09E+12,8,1,3,4,2.6944444,0.83333331,5.25,2,3,1,6,2.524714636,0.110830087,1.509448201,0.904436348,2.819560646,1.341093175,4.9686251,2.148963628,2.847573498,1.364676597,5.02908027
IND,2019,5,7,Right,0,1,1389030312,-0.30260244,0.130771831,8387.6664,0.639939922,0.407674982,7.36E+12,6,1,3,2,2.6944444,0.83333331,5.25,2,3,1,6,3.705831066,1.123402165,1.720810552,0.861618349,2.865341594,1.388051159,5.034011532,2.1739621,2.896192633,1.417320552,5.097295247
IND,2020,6,7,Right,0,1,1402617695,-0.293598413,0.374532461,7754.2814,0.630185349,0.408317065,6.93E+12,3,1,2,0,2.8333333,1,5.25,2.25,3.15,1.2,6,3.574807727,0.39075939,1.787505666,1.39654267,2.947720385,1.514525959,5.016032299,2.312603006,2.971472502,1.524714029,5.077100472
ITA,1996,1,7,Right,0,1,56860281,0.407847583,0.840325475,41760.0061,0.466409788,0.231182602,1.88E+12,1,1,0,0,1.4166666,1,1.5,1.75,1.316666667,1.2,1,1.129591274,0.054635008,0.282668052,0.792288214,1.244465358,0.779873478,1.657218427,1.296304169,1.465246756,0.931488843,2.167947255
ITA,1997,1,7,Center,0,0,56890372,0.449405029,0.834697723,42310.6565,0.468801308,0.228631906,1.92E+12,0,0,0,0,1.3333334,1,1.5,1.5,1.233333333,1.2,1,0.613685394,0,0.374645593,0.239039801,1.181962791,0.776600434,1.690111572,1.079176364,1.416128911,0.927451443,2.241758925
ITA,1998,2,7,Center,0,0,56906744,0.490962476,0.829069972,42815.9828,0.472940832,0.22867736,1.95E+12,0,0,0,0,1.5833334,1.5,1.5,1.75,1.45,1.6,1,1.050601618,0,0.675071068,0.37553055,1.24665026,0.861189649,1.746916215,1.131844844,1.470944205,1.029131993,2.251855778
ITA,1999,1,7,Center,0,0,56916317,0.595213667,0.775906295,43372.7282,0.474949978,0.228130772,1.98E+12,6,3,2,1,1.5,1.5,1.5,1.5,1.366666667,1.6,1,4.559537291,0.819577936,0.973347575,2.766611779,1.279384713,0.844085367,1.80023156,1.193837276,1.495405618,1.0083167,2.284062878
ITA,2000,2,7,Center,0,0,56942108,0.699464858,0.722742617,44830.3063,0.481485845,0.222440352,2.05E+12,1,0,0,1,1.7777778,1.3333334,2.5,1.5,1.3,1.4,1,3.857914176,0.263447493,1.213405129,2.381061554,1.414822795,0.746962903,2.427155451,1.070350012,1.429334359,0.891125177,2.326527887
ITA,2001,3,7,Center,0,0,56974100,0.611465842,0.737999022,45502.0799,0.484926182,0.216788614,2.09E+12,5,0,1,4,1.7777778,1.3333334,2.5,1.5,1.3,1.4,1,3.471822735,0.572845604,0.901068046,1.997909085,1.405959716,0.752204991,2.437475708,1.028198464,1.433634145,0.89683283,2.375871143
ITA,2002,1,7,Right,0,1,57059007,0.523466825,0.753255427,45454.9826,0.481278763,0.219998408,2.09E+12,0,0,0,0,1.9166666,1.5,2.5,1.75,1.45,1.6,1,4.665451113,0.55062084,0.962905841,3.151924431,1.641933998,0.819869277,2.88328536,1.222647344,1.533872499,0.961023586,2.417946566
ITA,2003,2,7,Right,0,1,57313203,0.484606415,0.743869483,45082.3045,0.491641063,0.22715384,2.09E+12,2,1,0,1,1.9166666,1.5,2.5,1.75,1.45,1.6,1,1.818247657,0.480620929,0.420080435,0.917546293,1.812442014,0.848709638,3.128409233,1.460207205,1.763342874,0.988668502,2.841152913
ITA,2004,3,7,Right,0,1,57685327,0.361397028,0.628187001,45382.8407,0.501701933,0.227530157,2.12E+12,3,2,1,0,1.9722222,1.6666666,2.5,1.75,1.516666667,1.8,1,2.671282089,1.252785605,0.332130375,1.08636611,2.039197727,0.815734973,3.725870294,1.575987995,2.123831954,0.914564478,3.880943388
ITA,2005,4,7,Right,0,1,57969484,0.403579652,0.556203485,45461.2992,0.49359149,0.226005181,2.14E+12,5,2,0,3,2.2222223,1.6666666,2.5,2.5,1.766666667,1.8,1,4.865874761,1.487733537,0.952626207,2.425515017,2.08878977,0.894312899,3.737859047,1.63419734,2.18380234,1.008139012,3.909070668
ITA,2006,5,7,Right,0,1,58143979,0.477287948,0.356097698,46184.1595,0.495195245,0.217364627,2.18E+12,1,1,0,0,3.1388888,2.1666667,4.75,2.5,3.3,2.4,5,4.516100441,0.497825738,1.284043013,2.73423169,2.191934449,1.067599796,3.821749613,1.68645401,2.311424371,1.2162092,4.031609904
ITA,2007,6,7,Left,1,0,58438310,0.331189245,0.191648334,46658.9003,0.496214882,0.211404274,2.22E+12,10,0,3,7,2.9722223,1.6666666,4.75,2.5,3.1,1.8,5,4.097650142,0.23074764,1.426072412,2.44083009,2.194677376,0.78663224,3.940097864,1.857302058,2.255211966,0.882016099,4.026317742
ITA,2008,7,7,Left,1,0,58826731,0.262665063,0.272778869,45789.6505,0.482640749,0.207560458,2.20E+12,10,4,3,3,3.0833333,2,4.75,2.5,3.233333333,2.2,5,5.684431945,0.544959877,2.074044771,3.065427297,2.34223082,1.102996939,3.897521379,2.026174177,2.429826608,1.260180905,4.003124743
ITA,2009,1,7,Right,0,1,59095365,0.194480166,0.417277068,43074.2976,0.483368205,0.198230457,2.08E+12,6,0,2,4,3.2777777,1.8333334,5,3,3.333333333,2,5,9.44156661,1.005913119,3.161687005,5.273966486,2.508737073,1.06467146,4.052585167,2.408954642,2.540548322,1.211935243,4.000755079
ITA,2010,2,7,Right,0,1,59277417,0.283443719,0.467300355,43685.2326,0.490683427,0.198962845,2.12E+12,7,0,2,5,3.4722223,2.6666667,5,2.75,3.516666667,2.8,5,2.821591469,0.334373114,1.126557572,1.360660784,2.519875062,0.991328901,4.162527443,2.405768814,2.518240634,1.09167886,4.057274227
ITA,2011,3,7,Right,0,1,59379449,0.299565822,0.403479129,43588.3784,0.496638812,0.193130206,2.12E+12,5,2,1,2,3.5,2.5,5,3,3.533333333,2.6,5,2.785062975,0.322147037,0.948136283,1.514779656,2.663982811,1.027834416,4.265860191,2.698253854,2.629443424,1.13745238,4.052624038
ITA,2012,1,7,-999,0,0,59539717,0.172010645,0.447511166,42111.0748,0.502383166,0.191412134,2.06E+12,2,0,0,2,3.5833333,2,5,3.75,3.583333333,2,5,3.154300902,0.207782677,1.227679855,1.71883837,2.703318556,0.858622053,4.561448455,2.689885115,2.696649863,0.935039386,4.465025087
ITA,2013,2,7,-999,0,0,60233948,0.070905864,0.532426715,40987.278,0.505919251,0.181317544,2.02E+12,1,0,0,1,3.6666667,2,5.5,3.5,3.5,2,5,3.675698492,0.265313779,1.276249673,2.13413504,2.742435146,0.89575256,4.68604508,2.645507747,2.693430844,0.978602871,4.456181916
ITA,2014,1,7,0,0,0,60789140,0.005657753,0.472872227,40862.9412,0.503895047,0.173066257,2.02E+12,4,1,0,3,4,2,6,4,4,2,6,3.171778634,0.413423111,0.859340583,1.89901494,2.844935171,1.287762904,4.709788937,2.537253631,2.790953705,1.360371849,4.475235636
ITA,2015,1,7,0,0,0,60730582,0.026577624,0.490196675,41189.4085,0.498617946,0.175904308,2.04E+12,0,0,0,0,4.0555553,2.1666667,6,4,4.066666667,2.2,6,3.133940374,0.447943881,1.366448922,1.319547572,2.837581592,1.370452242,4.746024157,2.396268496,2.787008808,1.459492243,4.505265685
ITA,2016,2,7,0,0,0,60627498,0.081554696,0.544244647,41740.1698,0.510588588,0.171508044,2.06E+12,0,0,0,0,4.0555553,2.1666667,6,4,4.066666667,2.2,6,5.492772194,0.054603551,1.129504691,4.308663952,2.906804284,1.402056866,5.006127869,2.312228212,2.86808132,1.511675505,4.780340245
ITA,2017,1,7,0,0,0,60536709,0.175231233,0.491924196,42447.1833,0.515580543,0.167829512,2.10E+12,0,0,0,0,4.0555553,2.1666667,6,4,4.066666667,2.2,6,3.793935277,0.31199599,0.762242948,2.71969634,2.933168326,1.429691476,4.994390989,2.375422721,2.883029536,1.501004247,4.77266164
ITA,2018,2,7,0,0,0,60421760,0.215687439,0.408853263,42845.6818,0.517532466,0.164236717,2.12E+12,1,0,0,1,3.7777777,2.3333333,6,3,3.8,2.4,6,3.360954347,0.230990931,1.245306216,1.8846572,3.063206735,1.578244435,5.052691533,2.558684388,3.018440168,1.665127945,4.831508169
ITA,2019,1,7,-999,0,0,59729081,0.233934671,0.450929791,43059.4481,0.516051044,0.15865411,2.13E+12,5,2,0,3,3.75,2.5,6,2.75,3.783333333,2.6,6,3.834270948,1.374398587,0.947903751,1.51196861,3.120143816,1.721150372,5.079687808,2.559593218,3.071023747,1.80336053,4.850117493
ITA,2020,2,7,-999,0,0,59438851,0.50953573,0.360754579,39247.7811,0.513296935,0.157993828,1.94E+12,3,0,1,2,3.7222223,2.1666667,6,3,3.8,2.4,6,3.942950243,0.453361971,1.289688207,2.199900064,3.254163968,1.792672189,5.090122034,2.87969769,3.203849992,1.875999576,4.855852709
JPN,1996,2,7,Left,1,0,125757000,1.192311883,0.910290778,34756.9942,0.328783822,0.317473577,3.38E+12,1,0,0,1,1.9444444,0.83333331,2,3,2.333333333,1,3,1.869065693,0.031504055,0.18231535,1.655246288,0.837474173,0.426076552,1.35888493,0.72746097,0.773623511,0.486369472,1.107040091
JPN,1997,1,7,Right,0,1,126057000,1.129121542,0.963553816,34947.2445,0.328115915,0.310340093,3.43E+12,2,0,0,2,1.9444444,0.83333331,2,3,2.333333333,1,3,0.721965594,0,0.600249355,0.121716239,0.845703961,0.430903777,1.439454573,0.666753463,0.841328324,0.491537057,1.365694451
JPN,1998,2,7,Right,0,1,126400000,1.065931201,1.016816854,33918.3864,0.330418949,0.301866366,3.36E+12,0,0,0,0,2.1111112,0.83333331,2.5,3,2.333333333,1,3,0.807052265,0,0.27120871,0.535843555,0.950420329,0.622347008,1.502316729,0.726597279,0.943266073,0.717099621,1.386101319
JPN,1999,1,7,Right,0,1,126631000,1.147925079,1.079326272,33546.7191,0.335611358,0.309731243,3.36E+12,1,0,0,1,2.6111112,0.83333331,4,3,2.666666667,1,4,2.859164991,0.329644338,1.038631787,1.490888866,0.922865142,0.536384135,1.532278012,0.699933412,0.897748519,0.612750157,1.380561987
JPN,2000,2,7,Right,0,1,126843000,1.229918957,1.14183569,33970.0372,0.34601617,0.302103488,3.43E+12,2,0,0,2,2.6944444,0.83333331,4.25,3,2.666666667,1,4,2.913636852,0.116986783,1.243979183,1.552670886,0.981783896,0.536836163,1.770186589,0.638328961,0.999067045,0.610714341,1.748157834
JPN,2001,1,7,Right,0,1,127149000,1.083429396,1.079341829,33869.6307,0.3554706,0.296067928,3.44E+12,1,0,0,1,2.6944444,0.83333331,4.25,3,2.666666667,1,4,1.988942957,0.231270277,0.406496026,1.351176654,0.96058491,0.540342632,1.723305273,0.618106849,0.991229434,0.60988999,1.745691465
JPN,2002,2,7,Right,0,1,127445000,0.936939836,1.016847968,33808.2222,0.359814967,0.302137224,3.45E+12,4,2,1,1,2.6944444,0.83333331,4.25,3,2.666666667,1,4,3.893816414,0.486652056,1.012261896,2.394902462,1.070342253,0.643019245,1.877807734,0.690199836,1.053045578,0.61927269,1.849664208
JPN,2003,3,7,Right,0,1,127718000,1.169873714,1.157461047,34164.1105,0.36587648,0.298535061,3.51E+12,2,1,1,0,2.75,1,4.25,3,2.733333333,1.2,4,1.840809363,0.136585894,0.361562081,1.342661388,1.174219774,0.671271696,2.025353669,0.826034001,1.206830513,0.638067243,2.156390295
JPN,2004,4,7,Right,0,1,127761000,1.200011015,1.343322992,34785.8952,0.378690188,0.290247755,3.59E+12,2,1,1,0,3.0277777,1.8333334,4.25,3,2.666666667,1,4,3.090393292,0.436464552,1.26165488,1.392273859,1.327342096,0.655201028,2.348990771,0.977834528,1.291499917,0.60756533,2.289099892
JPN,2005,5,7,Right,0,1,127773000,1.210124135,1.285486221,35064.2098,0.374277758,0.286984391,3.64E+12,4,3,0,1,3.0277777,1.8333334,4.25,3,2.666666667,1,4,3.633103993,0.344072597,1.455966549,1.833064847,1.444459317,0.674858444,2.665531655,0.992987891,1.434496012,0.63169046,2.678809684
JPN,2006,6,7,Right,0,1,127854000,1.320848703,1.584960938,35622.5861,0.374447036,0.277141866,3.70E+12,4,0,4,0,2.9722223,1.6666666,4.25,3,2.6,0.8,4,8.484550982,0.252249193,2.86981907,5.362482719,1.637511264,0.665337997,3.051510889,1.19568495,1.676489558,0.619068881,3.214714843
