ISO,Year,yrsoffc,eiec,execrlc,gov_left,gov_right,Population,Corruption,GovEffectiveness,GDP_PC,Gini_Coefficient,GHG_Int,GDP_TOT.,Count,Market.Instr,Non.Market.Instr,TechSup.Instr,Barrier.removal,Economic.instruments,Regulatory.Instruments,RDD,EPS,EPS_MKT,EPS_NMKT,TECHSUP,SpatialLag.Count,SpatialLag.Market.Instr,SpatialLag.Non.Market.Instr,SpatialLag.TechSup.Instr,SpatialLag.Barrier.removal,SpatialLag.Economic.instruments,SpatialLag.Regulatory.Instruments,SpatialLag.RDD,SpatialLag.EPS,SpatialLag.EPS_MKT,SpatialLag.EPS_NMKT,SpatialLag.TECHSUP,Count_Difference,Market.Instr_Difference,Non.Market.Instr_Difference,TechSup.Instr_Difference,Barrier.removal_Difference,Economic.instruments_Difference,Regulatory.Instruments_Difference,RDD_Difference,EPS_Difference,EPS_MKT_Difference,EPS_NMKT_Difference,TECHSUP_Difference,SpatialLag.Count_Difference,SpatialLag.Market.Instr_Difference,SpatialLag.Non.Market.Instr_Difference,SpatialLag.TechSup.Instr_Difference,SpatialLag.Barrier.removal_Difference,SpatialLag.Economic.instruments_Difference,SpatialLag.Regulatory.Instruments_Difference,SpatialLag.RDD_Difference,SpatialLag.EPS_Difference,SpatialLag.EPS_MKT_Difference,SpatialLag.EPS_NMKT_Difference,SpatialLag.TECHSUP_Difference
ZAF,2014,5,7,Left,1,0,55594838,-0.125287011,0.165043816,18058.3502,0.746487042,0.803620142,6.03608E+14,2,0,2,0,0,0,2,0,0.8611111,0.33333334,2.25,0,3.552549967,0.257684873,1.100386136,2.194478957,0.016266976,2.824828806,1.94745361,0.595125312,2.798707456,1.258018019,4.693539435,2.44456488,2,0,2,0,0,-1,2,0,0,0,0,0,-0.412965334,0.019407857,-0.303268797,-0.129104395,-0.014098192,-0.512292901,-0.193528322,0.109826537,0.136024643,0.302158847,0.070187427,0.035727599
AUS,2015,2,7,Right,0,1,23815995,1.841308117,1.533252478,54669.5766,0.489320847,0.523931055,9.77E+11,2,0,1,1,0,3,1,0,2.6944444,1.3333334,4.75,2,3.306024454,0.3487538,1.296991324,1.660279329,0.05650947,2.544663903,1.649544746,0.422889083,2.86322102,1.478069758,4.757230278,2.354363223,0,-2,1,1,0,0,1,-2,0,0,0,0,-0.44866405,0.257343442,-0.05235208,-0.653655413,0.048205863,-0.07050498,-0.651294578,-0.099641824,0.01926853,0.160774014,0.005215922,-0.108184149
BRA,2015,5,7,Left,1,0,201675532,-0.457840711,-0.255271554,19068.8956,0.681736767,0.424637656,2.71E+12,2,1,0,1,0,1,0,0,0.6388889,0.16666667,0.75,1,3.082854463,0.294047379,1.259682004,1.52912508,0.03401965,2.628835541,1.615859164,0.204858125,2.663477579,1.319157385,4.67181013,1.999465416,0,1,0,-1,0,-1,0,0,0.05555559,0.16666667,0,0,-1.124455904,-0.002219442,-0.261834839,-0.860401623,-0.004258196,-0.496983328,-0.716613548,-0.225312557,0.05541413,0.14299502,0.023614604,-0.000367013
CAN,2015,9,7,Right,0,1,35704498,1.845650196,1.730935335,50231.7359,0.493521452,0.450601147,1.41E+12,1,0,0,1,0,2,0,1,2.5277777,0.33333334,5.75,1.5,3.724045499,0.133449627,1.795723651,1.794872221,0.008445749,3.561824171,2.628699317,0.092919391,2.559802903,1.244292247,4.373392533,2.061724185,-1,0,-1,0,0,1,-1,1,-0.6666667,0,0,-2,-1.714357119,0.027401394,-0.782457516,-0.959300996,0.00275603,-0.123219506,-0.167242274,-0.101365008,0.051831815,0.158170017,0.007176458,-0.009850705
CHE,2015,4,7,-999,0,0,8282396,2.094741821,1.967453361,71784.2014,0.422102334,0.089040709,4.74622E+14,0,0,0,0,0,0,0,0,4.0277777,2.3333333,5,4.75,3.000272978,0.415443664,1.477163909,1.107665404,0.061291565,2.618779102,1.961111777,0.333939905,2.965030467,1.395335766,4.945177279,2.554578545,-1,0,-1,0,0,0,-1,0,-0.0277776,-0.3333334,0,0.25,-0.457912098,-0.085022893,0.597758574,-0.97064778,0.037689255,-0.54898279,0.317842061,-0.121345256,-0.021534541,0.125765653,-0.019057733,-0.171311243
CHL,2015,2,7,,0,0,18047625,1.182457328,0.91883558,28617.9075,0.727623486,0.277052253,3.71946E+14,0,0,0,0,0,0,0,0,1.9722222,0.66666669,5.25,0,3.295526181,0.398831843,1.183890503,1.712803834,0.027814116,2.745055031,1.526148653,0.236362506,2.610837899,1.307173773,4.498738133,2.026601989,-3,-3,0,0,-1,-3,0,0,0.0555556,0.16666669,0,0,-0.855431165,0.226845321,-0.339951619,-0.742324867,0.022332021,-0.247197672,-0.74221859,-0.17635067,0.046899571,0.162152103,0.059757919,-0.081211107
CHN,2015,2,3,Left,1,0,1379860000,-0.29992187,0.41742301,14515.2514,0.555457709,0.774572221,1.56E+13,3,0,1,2,0,2,1,0,2.8888888,1.6666666,5.25,1.75,3.169166322,0.534613896,1.334098994,1.300453431,0.034268575,2.859695424,1.849877786,0.381036947,2.612634487,1.226704775,4.365128073,2.246070794,-3,0,-1,-2,0,-2,-3,-1,0.1388888,0.1666666,0,0.25,0.273316062,0.198052488,0.187987379,-0.112723805,0.007583985,0.532077296,0.418956401,0.093376676,-0.012419514,0.133595082,0.007535174,-0.178388604
DEU,2015,10,7,Right,0,1,81686611,1.775833249,1.656397581,50756.1742,0.496584449,0.217308532,3.43E+12,3,1,2,0,0,2,2,0,3.0277777,0.83333331,5.5,2.75,2.613362809,0.237763834,1.05883079,1.316768185,0.013315155,2.329381227,1.537649631,0.337606168,2.870704444,1.599635433,4.552038202,2.460439843,1,0,2,-1,0,-1,1,0,-0.0833335,0,0,-0.25,-0.734179876,-0.028892182,0.032409974,-0.737697669,-0.015404832,-0.42133683,-0.087459574,-0.104337943,0.032572058,0.111418339,0.049555354,-0.063257392
ESP,2015,4,7,Right,0,1,46444832,0.63098675,1.157250285,39139.0939,0.460061342,0.202313851,1.45E+12,8,0,0,8,0,9,0,0,2.3888888,1.1666666,5.5,0.5,2.715772607,0.503925139,1.483128063,0.728719405,0.013784521,2.066941112,1.902024045,0.383363227,3.125528269,1.584713186,4.944866437,2.847005365,1,0,-1,2,0,2,-3,0,0,0,0,0,-0.623856321,-0.089210317,0.666803946,-1.20144995,-0.022298316,-1.024075675,0.481762146,-0.010755376,0.003654348,0.127794663,0.047467175,-0.164298535
FRA,2015,3,7,Left,1,0,66548272,1.247834802,1.417322278,48290.7309,0.451148024,0.161036207,2.48E+12,5,1,3,1,0,3,3,1,4.0277777,2.3333333,5.5,4.25,2.797663469,0.328875309,1.017924659,1.4508635,0.01284054,2.600757769,1.440695008,0.166003444,2.873760625,1.356106579,4.91348551,2.351689983,0,0,2,-2,0,-2,2,1,-0.1944446,0.1666666,0,-0.75,-0.409647085,-0.09146823,0.303415131,-0.621593987,-0.009402313,-0.425492494,-0.168504417,-0.201235878,0.011037258,0.078206344,0.014868602,-0.059962947
GBR,2015,5,7,Right,0,1,65116219,1.831268311,1.705227733,44053.8934,0.469383158,0.173565989,2.19E+12,2,0,1,1,0,3,3,1,3.8611112,2.8333333,5.5,3.25,2.891091465,0.372808114,1.256229393,1.262053958,0.020832671,2.438423006,1.526033254,0.20518187,2.764154994,1.302272308,4.662800819,2.327392046,-1,0,0,-1,0,1,1,-2,0.1111112,0.3333333,0,0,-0.284433161,0.001189414,0.32548872,-0.611111294,-0.002303,-0.350677923,-0.02916488,0.045520234,-0.023337267,0.046437036,0.025511037,-0.14195964
IDN,2015,1,7,0,0,0,261799249,-0.519084394,-0.325818121,12637.5864,0.566821005,0.366599307,2.12E+12,4,0,3,1,0,1,3,0,0.75,0,1,1.25,3.26806766,0.369598509,1.268731877,1.629737274,0.086107795,2.741933206,1.627152546,0.477540845,2.822239342,1.409753816,4.67371371,2.383250704,1,0,2,-1,0,-2,1,0,0,0,0,0,-0.02672112,0.176579397,0.114472691,-0.317773208,0.070610999,0.328677019,-0.249225561,-0.009728757,0.024320864,0.168820084,-0.008748059,-0.087109231
IND,2015,1,7,Right,0,1,1328024498,-0.40657419,0.0800815,7108.4186,0.638205598,0.473500166,5.76E+12,5,0,2,3,1,6,2,1,1.9722222,0.66666669,3.75,1.5,2.824340194,0.324210201,1.198731524,1.301398469,0,2.377470205,1.597289376,0.191030346,2.675475641,1.360544902,4.490027961,2.175854229,1,0,1,0,1,3,0,0,0.111111,0.33333335,0,0,-0.76162312,0.052265853,-0.156563902,-0.65732507,-0.032289622,-0.316909977,-0.415752485,-0.265806332,0.063675986,0.125325758,0.069207064,-0.003504738
ITA,2015,1,7,0,0,0,60730582,0.026577624,0.490196675,41189.4085,0.498617946,0.175904308,2.04E+12,0,0,0,0,0,0,1,0,4.0555553,2.1666667,6,4,3.133940374,0.447943881,1.366448922,1.319547572,0.015210128,2.699464977,1.656683088,0.307294437,2.837581592,1.370452242,4.746024157,2.396268496,-4,-1,0,-3,0,-4,0,0,0.0555553,0.1666667,0,0,-0.03783826,0.03452077,0.507108338,-0.579467368,-0.021757786,-0.321946684,0.10666897,-0.004277379,-0.007353579,0.082689338,0.03623522,-0.140985136
JPN,2015,3,7,0,0,0,127141000,1.52976644,1.753165483,37401.1973,0.355719921,0.259999982,3.92E+12,3,0,2,1,0,1,3,2,3.7222221,1.6666666,4.5,5,3.189128958,0.38685693,1.223305263,1.578966765,0.016964717,2.78294528,1.526695752,0.080426697,2.580918807,1.320241546,4.602189092,1.820325969,3,0,2,1,0,1,3,2,-0.1111112,0.1666666,0,-0.5,-1.028589137,0.11174849,-0.377350761,-0.762986867,0.002964939,-0.320183068,-0.901214512,-0.463091873,0.069829203,0.147714862,0.022820881,0.03895206
KOR,2015,3,7,Right,0,1,51014947,0.339694709,0.977552056,39551.6719,0.474191492,0.363177413,1.61E+12,5,3,0,2,0,5,0,0,2.9444444,1.8333334,5.5,1.5,2.983998287,0.1230315,1.353598145,1.507368642,0.026785121,2.345603768,1.727418155,0.312256178,2.711810242,1.359889203,4.596049467,2.17949224,4,3,-1,2,0,5,-1,0,0.1111111,0.3333334,0,0,-1.054945183,-0.110328505,-0.084079015,-0.860537662,0.004690451,-0.677525521,-0.61936975,-0.235401051,0.070996646,0.169475496,0.072247368,-0.028732729
MEX,2015,3,7,Center,0,0,121072306,-0.888967395,0.117517561,25331.7387,0.745886715,0.336596825,1.95E+12,4,2,2,0,0,3,2,0,1.4722222,0.16666667,3.75,0.5,3.718632917,0.108467451,1.718423304,1.891742162,0.007513978,3.603448563,2.509218765,0.099809925,2.553471845,1.202546942,4.422904438,2.034964429,-3,0,-2,-1,0,-1,-2,-1,0,0,0,0,-1.60066903,0.049741621,-0.761153345,-0.889257306,0.000499691,-0.040729959,-0.193519134,-0.000292898,0.042844877,0.163409172,0.017257126,-0.052131329
NOR,2015,2,7,Right,0,1,5188607,2.200293064,1.833068252,83981.6552,0.401678562,0.225952883,3.3008E+14,3,0,1,2,0,2,1,0,3.7222223,3.1666667,5,3,2.700431428,0.497477264,1.200833241,1.002120924,0.011980871,2.450562138,1.7358415,0.361070817,2.877987563,1.486003992,4.747176665,2.400782116,3,0,1,2,0,2,1,0,0,0,0,0,-0.075330062,0.152575621,0.466161451,-0.694067134,-0.001164727,-0.032924385,0.290496318,-0.414024002,0.009069689,0.125672361,0.066561532,-0.165024672
NZL,2015,7,7,Right,0,1,4609400,2.233211517,1.852818251,44726.7443,0.427198725,0.458487615,1.50182E+14,0,0,0,0,0,0,0,0,0.77777779,0.33333334,1.5,0.5,2.884600872,0.443575363,1.376212737,1.064812772,0.011307537,2.463433312,1.798931505,0.283511048,2.972454524,1.457925705,4.963247491,2.496190509,0,0,0,0,0,0,0,0,0,0,0,0,-0.184821404,-0.008377623,0.604645242,-0.781089023,-0.004759647,-0.540650406,0.205622243,-0.169846786,0.043988342,0.129529241,0.071962166,-0.069526145
RUS,2015,3,7,Center,0,0,144640716,-0.974069595,-0.332078844,34202.3927,0.540692979,0.614958033,3.93E+12,0,0,0,0,0,1,0,0,1.0833334,0.5,2.75,0,2.461236825,0.370767752,1.016398388,1.074070685,0.022637779,1.955243046,1.374065066,0.269191108,2.730192644,1.337144494,4.574277015,2.279156616,0,0,0,0,0,-1,-1,0,0,0,0,0,-0.472537507,0.077989584,0.207385896,-0.757912987,-0.027882866,-0.490085642,-0.236360702,-0.070911589,0.04147286,0.123829508,0.03330312,-0.03271383
TUR,2015,1,7,0,0,0,78218479,-0.16154924,0.199524775,28377.9313,0.600433576,0.256028831,1.51E+12,1,0,1,0,0,1,2,1,2.6111112,0.83333331,5,2,2.76289211,0.405101519,1.123294441,1.234496151,0.030590925,2.487876755,1.491743487,0.227882571,2.873097755,1.43961806,4.827220854,2.352454522,1,0,1,0,-1,0,1,1,0.0833335,0,0,0.25,-0.506142549,0.024743588,0.271248679,-0.802134815,0.027857194,-0.535294793,-0.208392306,-0.172554469,0.074433545,0.149580035,0.080664205,-0.006943376
USA,2015,7,7,Left,1,0,320738994,1.35772121,1.43219924,64580.1191,0.583138713,0.335603643,1.53E+13,4,0,2,2,0,4,3,0,2.4722221,1.1666666,4.25,2,2.704673078,0.62008525,1.067079268,1.01750856,0.023078202,2.306923366,1.251089182,0.43168686,2.56418827,1.02819246,4.790633377,1.873739132,-2,0,-1,-1,0,0,0,0,0.0555554,0.1666666,0,0,-0.984777588,0.092927347,-0.457771074,-0.619933862,0.00850629,-0.185071217,-0.847586277,-0.109582103,-0.103856776,0.115777024,0.006503538,-0.433850775
ZAF,2015,6,7,Left,1,0,56723537,-0.070839748,0.087329097,17933.84,0.746487073,0.760450491,6.11587E+14,2,1,1,0,0,2,2,0,0.8611111,0.33333334,2.25,0,3.022656822,0.233459837,1.26170782,1.527489165,0.087572121,2.56917266,1.595724003,0.3117434,2.843858583,1.436584223,4.811128935,2.283862759,0,1,-1,0,0,2,0,0,0,0,0,0,-0.529893145,-0.024225036,0.161321684,-0.666989793,0.071305145,-0.255656146,-0.351729607,-0.283381911,0.045151127,0.178566204,0.1175895,-0.160702121
AUS,2016,1,7,Right,0,1,24190907,1.772251964,1.532188416,54090.205,0.483001971,0.510417903,9.82646E+14,3,0,2,1,0,1,2,0,2.6944444,1.3333334,4.75,2,3.46715849,0.02304158,1.743351154,1.700765755,0.098025322,2.594168478,2.043792001,0.832589359,2.95395034,1.421452868,5.119655756,2.320742588,1,0,1,0,0,-2,1,0,0,0,0,0,0.161134036,-0.32571222,0.44635983,0.040486426,0.041515852,0.049504575,0.394247255,0.409700277,0.09072932,-0.05661689,0.362425478,-0.033620636
BRA,2016,6,7,Left,1,0,203218114,-0.446095586,-0.249387071,18161.4438,0.6847913,0.431339562,2.62E+12,1,0,1,0,0,0,1,0,0.8888889,0.16666667,1.5,1,3.987737936,0.059491023,1.814691977,2.113554935,0.09478708,2.851428525,2.316617125,0.584106479,2.746749778,1.247639192,5.073186102,1.919424241,-1,-1,1,-1,0,-1,1,0,0.25,0,0.75,0,0.904883473,-0.234556356,0.555009973,0.584429855,0.06076743,0.222592984,0.700757961,0.379248354,0.083272198,-0.071518193,0.401375972,-0.080041176
CAN,2016,1,7,Left,1,0,36110803,1.944465518,1.744541049,50153.9848,0.482616079,0.442653712,1.42E+12,3,1,1,1,0,2,1,0,2.3611112,0.33333334,5.75,1,4.644726717,0.034743545,2.547328227,2.062654944,0.027997536,2.338613801,2.738567479,0.166244668,2.924266776,1.2338517,5.512832367,2.026116516,2,1,1,0,0,0,1,-1,-0.1666665,0,0,-0.5,0.920681218,-0.098706082,0.751604577,0.267782723,0.019551787,-1.22321037,0.109868162,0.073325277,0.364463872,-0.010440547,1.139439834,-0.035607669
CHE,2016,1,7,-999,0,0,8373338,1.942986488,1.971780896,72422.5745,0.422872566,0.088116889,4.84441E+14,1,0,1,0,0,0,1,0,4.1388888,2.1666667,5,5.25,5.67917308,0.031424273,1.057830238,4.589918568,0.291394191,5.497522867,2.688772468,0.22999895,3.049468671,1.481615679,5.294392041,2.37239844,1,0,1,0,0,0,1,0,0.1111111,-0.1666666,0,0.5,2.678900102,-0.384019391,-0.419333671,3.482253164,0.230102626,2.878743765,0.727660691,-0.103940955,0.084438203,0.086279912,0.349214762,-0.182180105
CHL,2016,3,7,,0,0,18267221,1.022761106,0.833843768,28594.6644,0.719597893,0.284158758,3.78467E+14,0,0,0,0,0,0,0,0,1.9722222,0.66666669,5.25,0,3.588174098,0.055792996,1.877410595,1.654970508,0.059705441,2.373811438,2.189261904,0.667226383,2.725410703,1.24455392,4.937897372,1.993781017,0,0,0,0,0,0,0,0,0,0,0,0,0.292647917,-0.343038848,0.693520091,-0.057833326,0.031891325,-0.371243592,0.663113251,0.430863877,0.114572804,-0.062619853,0.439159239,-0.032820973
CHN,2016,3,3,Left,1,0,1387790000,-0.268094301,0.356383771,15392.2933,0.553713558,0.723158721,1.66E+13,4,0,3,1,0,2,3,2,2.7777777,1.3333334,5.25,1.75,3.696260012,0.063400629,1.336522757,2.296336626,0.116229134,2.919744173,1.894529654,0.034589246,2.809799343,1.290545868,4.933788949,2.205063353,1,0,2,-1,0,0,2,2,-0.1111111,-0.3333332,0,0,0.52709369,-0.471213268,0.002423763,0.995883194,0.081960559,0.060048748,0.044651868,-0.346447701,0.197164856,0.063841092,0.568660877,-0.041007441
DEU,2016,11,7,Right,0,1,82348669,1.781293988,1.66018796,51747.0391,0.494692972,0.213052933,3.51E+12,13,0,0,13,1,14,5,0,3.0833333,1,5.5,2.75,2.920301655,0.050182103,1.295638605,1.574480947,0.013682681,2.250390947,1.820657179,0.250957397,2.881786085,1.572824813,4.783742816,2.288790782,10,-1,-2,13,1,12,3,0,0.0555556,0.16666669,0,0,0.306938846,-0.187581731,0.236807815,0.257712762,0.000367526,-0.07899028,0.283007547,-0.08664877,0.011081642,-0.026810619,0.231704614,-0.171649061
ESP,2016,5,7,Right,0,1,46484062,0.569826066,1.094865799,40259.3139,0.46207955,0.191421247,1.50E+12,0,0,0,0,0,0,0,0,2.2777777,0.83333331,5.5,0.5,5.350265537,0.05925358,1.033399763,4.257612194,0.210829258,5.179938244,2.75325739,0.173374615,3.130642499,1.638589676,5.113044729,2.640293222,-8,0,0,-8,0,-9,0,0,-0.1111111,-0.33333329,0,0,2.63449293,-0.444671559,-0.4497283,3.528892789,0.197044737,3.112997132,0.851233345,-0.209988612,0.00511423,0.05387649,0.168178291,-0.206712143
FRA,2016,4,7,Left,1,0,66724104,1.328288913,1.380623579,48635.4033,0.450314035,0.160007025,2.51E+12,7,0,2,5,0,5,5,0,3.9166667,2.5,5.5,3.75,4.830312265,0.038443461,0.713598919,4.078269886,0.273795012,5.003889588,2.121531472,0.170861107,2.898310515,1.343078472,5.096311474,2.255541796,2,-1,-1,4,0,2,2,-1,-0.111111,0.1666667,0,-0.5,2.032648797,-0.290431849,-0.30432574,2.627406386,0.260954473,2.403131818,0.680836464,0.004857663,0.02454989,-0.013028107,0.182825964,-0.096148187
GBR,2016,6,7,Right,0,1,65611593,1.850517273,1.573777437,44580.858,0.468230228,0.163079005,2.23E+12,3,0,0,3,0,4,1,0,3.3611112,2.8333333,5.5,1.75,4.765170826,0.065271209,1.239512267,3.46038735,0.203471685,4.118654667,2.445784353,0.232746492,2.865957892,1.317248725,4.930810661,2.349814458,1,0,-1,2,0,1,-2,-1,-0.5,0,0,-1.5,1.874079361,-0.307536905,-0.016717126,2.198333392,0.182639014,1.680231661,0.919751099,0.027564622,0.101802898,0.014976417,0.268009842,0.022422412
IDN,2016,2,7,0,0,0,264627418,-0.463151515,-0.050782252,13072.7211,0.553304177,0.347315567,2.22E+12,2,0,1,1,0,3,1,0,1.0833334,0,1.75,1.5,3.293893957,0.028391061,1.649410541,1.616092355,0.116266385,2.375442615,1.930123081,0.627545815,2.947416876,1.38950962,5.090205768,2.362535441,-2,0,-2,0,0,2,-2,0,0.3333334,0,0.75,0.25,0.025826297,-0.341207448,0.380678664,-0.013644919,0.03015859,-0.366490591,0.302970535,0.150004971,0.125177534,-0.020244196,0.416492058,-0.020715263
IND,2016,2,7,Right,0,1,1343944296,-0.337335646,0.061389416,7536.8086,0.648698524,0.444278743,6.24E+12,1,0,0,1,1,3,0,1,2.5277777,0.83333331,5.25,1.5,3.78177987,0.0579749,1.752708342,1.971096627,0.06006433,2.688878539,2.206605956,0.4413017,2.766281869,1.293401333,4.90625201,2.099192437,-4,0,-2,-2,0,-3,-2,0,0.5555555,0.16666662,1.5,0,0.957439676,-0.266235301,0.553976819,0.669698158,0.06006433,0.311408335,0.60931658,0.250271353,0.090806228,-0.067143569,0.416224049,-0.076661792
ITA,2016,2,7,0,0,0,60627498,0.081554696,0.544244647,41740.1698,0.510588588,0.171508044,2.06E+12,0,0,0,0,0,3,0,0,4.0555553,2.1666667,6,4,5.492772194,0.054603551,1.129504691,4.308663952,0.238833868,4.879160662,2.776273088,0.168711265,2.906804284,1.402056866,5.006127869,2.312228212,0,0,0,0,0,3,-1,0,0,0,0,0,2.358831819,-0.39334033,-0.23694423,2.98911638,0.22362374,2.179695685,1.11959,-0.138583172,0.069222692,0.031604624,0.260103712,-0.084040284
JPN,2016,4,7,0,0,0,127076000,1.482243896,1.784825563,37699.0452,0.356803866,0.255427093,3.95E+12,2,0,1,1,0,1,1,0,3.9444444,1.8333334,5,5,3.940752582,0.047903753,2.001969262,1.890879567,0.065817995,2.690760505,2.354399245,0.65162766,2.718227619,1.260202856,5.074840822,1.819639368,-1,0,-1,0,0,0,-2,-2,0.2222223,0.1666668,0.5,0,0.751623624,-0.338953177,0.778663999,0.311912801,0.048853278,-0.092184775,0.827703492,0.571200963,0.137308812,-0.06003869,0.47265173,-0.000686601
KOR,2016,4,7,Right,0,1,51217803,0.420221448,1.021252632,40231.1219,0.484229096,0.360672964,1.66E+12,1,0,0,1,0,3,0,0,3,2,5.5,1.5,3.877748142,0.04981031,2.082485121,1.745452711,0.071299383,2.417942616,2.398949848,0.754638575,2.816593007,1.264141798,5.018702563,2.166934872,-4,-3,0,-1,0,-2,0,0,0.0555556,0.1666666,0,0,0.893749855,-0.07322119,0.728886976,0.23808407,0.044514262,0.072338848,0.671531693,0.442382397,0.104782764,-0.095747405,0.422653096,-0.012557368
MEX,2016,4,7,Center,0,0,122251351,-0.850662291,0.027610578,25265.4533,0.741413039,0.331582317,1.98E+12,4,1,1,2,0,4,2,0,1.4722222,0.16666667,3.75,0.5,4.64758385,0.035301948,2.565436869,2.046845033,0.033054521,2.272804077,2.722339552,0.150252863,2.92798657,1.187179509,5.581529378,2.015251079,0,-1,-1,2,0,1,0,0,0,0,0,0,0.928950933,-0.073165503,0.847013565,0.155102871,0.025540543,-1.330644486,0.213120787,0.050442938,0.374514725,-0.015367433,1.15862494,-0.019713349
NOR,2016,3,7,Right,0,1,5234519,2.149504662,1.832366467,84012.4397,0.401019895,0.220592214,3.33924E+14,2,0,2,0,0,0,3,0,3.7222223,3.1666667,5,3,5.012962744,0.036972251,0.750934001,4.225056492,0.220604607,4.998162055,2.248526058,0.174961912,2.830396842,1.540362462,4.88639019,2.064437917,-1,0,1,-2,0,-2,2,0,0,0,0,0,2.312531316,-0.460505013,-0.44989924,3.222935568,0.208623736,2.547599917,0.512684559,-0.186108905,-0.047590721,0.05435847,0.139213525,-0.336344199
NZL,2016,8,7,Right,0,1,4714100,2.236731529,1.805901408,45949.8103,0.42536842,0.441326119,1.57504E+14,1,0,0,1,0,1,0,0,0.83333331,0.5,1.5,0.5,6.076261717,0.029236145,1.097693627,4.949331946,0.3028999,5.751109865,2.954713757,0.221626639,2.999931555,1.478434552,5.200349511,2.321010717,1,0,0,1,0,1,0,0,0.05555552,0.16666666,0,0,3.191660845,-0.414339218,-0.278519111,3.884519174,0.291592363,3.287676552,1.155782252,-0.06188441,0.027477031,0.020508847,0.23710202,-0.175179793
RUS,2016,4,7,Center,0,0,145015460,-0.838650405,-0.324105769,33085.0511,0.543336807,0.610118182,3.80E+12,3,0,3,0,0,0,3,0,1.1666666,0.5,3,0,4.090293324,0.054882037,1.205386805,2.830024482,0.169391393,3.830371817,2.05318558,0.536281108,2.767681736,1.316624747,4.795870348,2.190550309,3,0,3,0,0,-1,3,0,0.0833332,0,0.25,0,1.629056499,-0.315885715,0.188988417,1.755953798,0.146753615,1.87512877,0.679120514,0.26709,0.037489092,-0.020519747,0.221593333,-0.088606306
TUR,2016,2,7,0,0,0,79277962,-0.199177414,-0.006507037,28631.1703,0.608138084,0.261864356,1.55812E+12,3,1,1,1,0,4,1,0,2.6944444,0.83333331,5,2.25,4.739429896,0.01546736,1.06298888,3.660973656,0.226937872,4.531484556,2.370583128,0.27812463,2.909688201,1.461944052,5.073649122,2.19347159,2,1,0,1,0,3,-1,-1,0.0833332,0,0,0.25,1.976537785,-0.389634159,-0.06030556,2.426477505,0.196346947,2.043607801,0.878839641,0.050242059,0.036590446,0.022325992,0.246428267,-0.158982932
USA,2016,8,7,Left,1,0,323071755,1.330895662,1.440504909,64845.7458,0.585073436,0.323734441,1.56E+13,5,0,3,2,0,2,3,0,2.9722221,1.1666666,5.75,2,3.669655926,0.395076478,1.227041483,2.047537964,0.088650129,3.168597234,1.858663577,0.426787331,2.539840444,0.999149335,4.876174615,1.744197444,1,0,1,0,0,-2,0,0,0.5,0,1.5,0,0.964982848,-0.225008772,0.159962216,1.030029404,0.065571927,0.861673868,0.607574396,-0.004899529,-0.024347827,-0.029043125,0.085541238,-0.129541688
ZAF,2016,7,7,Left,1,0,57259551,0.017026288,0.101402581,17707.9622,0.746487048,0.755817109,6.15652E+14,1,0,1,0,0,0,1,0,0.8611111,0.33333334,2.25,0,4.439843525,0.028755868,1.385363536,3.025724121,0.213513538,3.926682457,2.294413468,0.640803001,2.905101803,1.425241333,5.125431639,2.164632593,-1,-1,0,0,0,-2,-1,0,0,0,0,0,1.417186704,-0.204703969,0.123655717,1.498234956,0.125941417,1.357509797,0.698689465,0.329059601,0.06124322,-0.011342891,0.314302704,-0.119230166
AUS,2017,2,7,Right,0,1,24592588,1.752974749,1.498386025,54378.0005,0.487506096,0.504927055,1.01E+12,2,0,2,0,0,1,2,0,2.75,1.5,4.75,2,3.459584292,0.826815462,1.682689075,0.950079754,0.036945836,2.341495377,1.932981365,0.318316306,2.971678959,1.457503643,5.129316667,2.328216707,-1,0,0,-1,0,0,0,0,0.0555556,0.1666666,0,0,-0.007574198,0.803773882,-0.060662079,-0.750686001,-0.061079486,-0.252673101,-0.110810636,-0.514273054,0.017728619,0.036050775,0.009660911,0.007474119
BRA,2017,1,7,Center,0,0,204703445,-0.559814632,-0.317140609,18123.9496,0.682204487,0.429993579,2.65E+12,2,0,2,0,0,0,2,0,0.8888889,0.16666667,1.5,1,3.375018505,0.673572377,1.694108335,1.007337794,0.059185013,2.240744782,2.006024779,0.136018937,2.772636223,1.29425792,5.096455014,1.927195923,1,0,1,0,0,0,1,0,0,0,0,0,-0.61271943,0.614081354,-0.120583642,-1.106217142,-0.035602067,-0.610683743,-0.310592346,-0.448087542,0.025886445,0.046618729,0.023268912,0.007771682
CAN,2017,2,7,Left,1,0,36545075,1.881446004,1.815572977,50981.8355,0.487842814,0.437703527,1.47E+12,5,0,2,3,0,4,2,0,2.5833333,0.5,5.75,1.5,3.143119109,0.203491065,2.523715998,0.415912046,0.019258597,0.837148121,2.648620722,0.094796997,2.928362739,1.238549609,5.501697403,2.044841453,2,-1,1,2,0,2,1,0,0.2222221,0.16666666,0,0.5,-1.501607607,0.16874752,-0.023612229,-1.646742898,-0.008738939,-1.50146568,-0.089946757,-0.071447672,0.004095963,0.004697908,-0.011134964,0.018724938
